pair_id,problem_id,operator,control_assertion_sha256,recovery_assertion_sha256,assertions_differ,operator_effect_verified,control_valid,recovery_invalid,context_invariant,target_is_math_reasoning,final_status,failure_reason
pair_math500_429,math500_429,OP_CONSTANT_PERTURB,6e7a0f3f720c3f1a393c51f8d2a69eab4cc767810a076265c0c155227b79d38d,6b4241bbf22292b16bde50b2b1ac98331b8004c042af50d2dc4c41ef6a1f22f9,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_430,math500_430,OP_CONSTANT_PERTURB,7c01d9ce68a390a42eccc4c89e5d0c56915ca4d46f4828f5f9111d9fb09d3ac9,e37e42b42bea36605bee05377be3581d3e7fec78a5731c950e77dacc4e54b370,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_432,math500_432,OP_CONSTANT_PERTURB,6554bf5bcac970daee54711688d8343807ec4b012f8286b5980d3a610063fc05,84e7e2a4aaaeeeb1ff807104d5976c2dba0c7ee2906ac12cef3d8cceffc3800f,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_433,math500_433,OP_CONSTANT_PERTURB,aa2718e4eff42f64802a83c309f67d828008bb6a8ff90ab5359915a38f2c83f7,2c3c6aea4fc805fa59c18c48b9060f51fa4336acf540127dd443089f9d812c34,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_434,math500_434,OP_CONSTANT_PERTURB,bd308697bfa90b6e4567dc0ec580f3a3aa38297dcef9a8c10ece7cb8ba4442fc,f71cba33b5e47080078dfbce63ad2501017dcdf79160ecfe332ad814d5c39532,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_435,math500_435,OP_CONSTANT_PERTURB,29090da166a6622e24f59bc56ac65f1c01a1f86e2d2ac1442d51d3a0a3f9683b,1f06cf9a296169a4c55c83c1b410c42123ba7c836ae69d90def5fe13638ac94a,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_436,math500_436,OP_CONSTANT_PERTURB,00dd9e2d361fcb8f2cc516c2791eb8d25da7fefc7205f7164d1edb5f085ad94b,4a9f36b47835ba63064d88f0f15e8f97b644020b1ddcfd5d286546b24c0f9c35,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_437,math500_437,OP_SIGN_FLIP,fd6f6d38483c550c298ee0a3fa0e8ff22c6cfda9d67b22f2042e62c51d9653bb,58078d5a6b53bb62847715189b76a67be93c7edc496607428c8ff9ac63941858,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_438,math500_438,OP_CONSTANT_PERTURB,c1b8c6f67e2ae77b5f84092ac8e8552229153fc84258539eae5b96c1f381caa6,2d8a644ae864be655a0b393af323d789f7b1555bd350b1a44fec9be83403ef57,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_439,math500_439,OP_CONSTANT_PERTURB,cae1ca6acbca031ebff8953d8fa62ff7c892bb60aa75a6a338457586d9ae9a09,dd11e84d1dd80a75ef6a2fce94ebb8a380ee6d031d5c43dba929f1d037ab8afa,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_440,math500_440,OP_CONSTANT_PERTURB,71b4ae7f88326d1924a327eb3f864026e12c78585f085bc64a52686448bb63e6,f396afe0191301fcfed0933f98af3c0292d9f7da0d420f17a4ce807c0a555a8c,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_441,math500_441,OP_CONSTANT_PERTURB,6f452e7e09fa35ad592fabe2b7477aa02ea017a324fe8edff43b5cff85d009e6,4d50aba4894372a8e8c018ff0edf76993d921602159a66416b12fdedd7515e41,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_442,math500_442,OP_CONSTANT_PERTURB,2830e7092fa61c1d81128001a26596e3ebe3524da0d42c163acba49e1b1c7430,4b136baaa69a8cdd3d3bec3307b618386850052f37325bd8ab27b720bf93c1fa,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_443,math500_443,OP_CONSTANT_PERTURB,ac7998b60aaeb35e674994a22ad70aa8bd8fafaadefc5b0de502f84187d97c7d,84f6765ec66ae6d9edabe0cd846dd8e3e350287e97cc49b476bea0b8be56c9d3,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_444,math500_444,OP_CONSTANT_PERTURB,7d6601195334834a1a8f37ddc8ceed13db1f56629eed20429deb58e800ef721c,051f5de7bffea880974e2cba30c6ecc4caa85adc6c0d12d0344b0cd1f910eef6,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_445,math500_445,OP_SIGN_FLIP,c4ec52609172af64d0db66306802363c44325623d099f9c599de57411baae4de,86d12a00fff706db1de2902d337d8b34863956c957dac6c65a448cdad5fbaba5,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_447,math500_447,OP_CONSTANT_PERTURB,eb1687ec5eadc56008ec8fbd4428129dfee10703b008451fc2231a685d170a6d,f3c9d33649fc3bf90120f8f4de843cb59825d5ea6fcb95f32bc91eb817dd3783,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_448,math500_448,OP_CONSTANT_PERTURB,1b91791b9be7f9d4e0cf31f990df175a019bf9bc2c4c9df62bc50dc534e49561,0102d19b2dc6651bf57ca11daa9696284a17c018071c29f8707575271c68f61b,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_449,math500_449,OP_CONSTANT_PERTURB,0bc7552a36032a83447ddf6ae426b35791051d0517203eee5a7406a5d7b5fb61,ea97d0cbc6cce1560a30eac406266e484e8013de925210a4a7613d8eca0557ef,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_450,math500_450,OP_CONSTANT_PERTURB,c04bf97d1995b79410f6aaaa068f7a1ed5718f031d458f46e490cdeadef5bdc2,34cb9f7340c564394f1a71bb8c4a78fcfe8b17eb9ea1090d16d642d16b384e03,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_451,math500_451,OP_CONSTANT_PERTURB,71510b58159c137d93b668bb62bebd3fecd52f3169d4dc1e87e4023a468d8694,3bebe1c616f7f99953aa5d33a4733a345c61bbaaa257f40518638cd8f0ba8e2f,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_452,math500_452,OP_CONSTANT_PERTURB,65b3e8c13409bc39714914ceb35f2ec4a19a676c4af73b709ff64bbd7f6b2a78,52d66e8c03fdcf417849a923825bf42359bfce7a24a978b841543e529a75ee85,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_453,math500_453,OP_CONSTANT_PERTURB,e04ea3d2a58f67c0ce83f88db5ecd70f9fac3c03260c87bdc680a35fe8e0473b,1b273870ba483e267e188ed5eb7d35be792ea8c6bb52c3c03f82aa579722d3b8,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_454,math500_454,OP_CONSTANT_PERTURB,142a43d42d9122f22b92406f1d3d453d3fcc5bb154524f1179fa0fd8e7bf9206,38aed72c1b5b3fc9a24600e40a01c66f8621bcbf4d93cc87ad6310f8a677fb4b,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_455,math500_455,OP_CONSTANT_PERTURB,37c35ea36dc1e8a161d5b97fcfd9910dde2fe3ba7593f46915e2d8db3432b47a,f3e6ba9e69427030a2b8627ec1f5f056e14a709f54070dbec9ab2656676642ae,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_456,math500_456,OP_CONSTANT_PERTURB,4c9b825eb339e023b4b2c89aca2a7c4c4b456cb0c591815b0a08b50da7fc8526,a7b45961b681e984ed553ae41eca55e35fa414338a0e186adbaf7a6560a732a1,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_457,math500_457,OP_CONSTANT_PERTURB,9dc5e2522ffa8ad9172fc78c47be09b29d639005d7e35075681e70e0c0fce29c,3541f832a93e92bb21eb999c56ab1c4a7f1628d1d37db738b52f82a1abb39436,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_458,math500_458,OP_CONSTANT_PERTURB,5589fd2fcc11bf8a4bf824264e9be554c9c7c0466b71b26a3ef859d14b8025cb,ef64da46a268ed1299cb9f7f730e671c5ca8cd3e499d9b0979e07142766a518b,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_459,math500_459,OP_CONSTANT_PERTURB,8c57539c6d65e552698f515d51580b4121c827a07026ac66b5316e358b1205a2,85e999c48fc2e464d747e5efa92913391c3491a1df520b2b46c4e82e3f8a0af9,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_460,math500_460,OP_CONSTANT_PERTURB,591a1abce50630ab80dd6e60a4cdfb809873a6228dace8327be0954ec21fccac,760a952128d38e2c3c1086e9daad587aef7671f3f67ba8eafe0b2ca3f2d4a456,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_461,math500_461,OP_CONSTANT_PERTURB,aaf5431499d6b14ead60473d584bd5427906b3386183909bbf6abb4ad1e0741a,a1ab6911602c6929cd3720bf2525858e878f97aa78e43513fc734d0c8d2fa497,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_462,math500_462,OP_CONSTANT_PERTURB,318be1e6d830893aff4ebf729bf6d424868e3f9c820a7bfa6f448c71b3949083,cf287e36924d2f2d32e7895ba2d7e2cc68f05dfd4fbc40668af022a5fb4cc90a,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_463,math500_463,OP_CONSTANT_PERTURB,9123f29ca76456dea96a92f619622a12779ac8cff9038e4ab52c2024d4de9eee,852956c8e72dd7b13b813e5adc511ea3acf744c1e2aa8586cfbd8d7d377dc611,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_464,math500_464,OP_CONSTANT_PERTURB,0a6be292790a5b19efe17be51b2afa38f96bb00e4f4c8995754e1eb299165913,5ceacc8651567f2870edc95e9e1d431df44cd835d657d1a6f47ebdd3a774bb4a,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_465,math500_465,OP_CONSTANT_PERTURB,2da6f837ff814e91917071a304623a7c9734b8e86f664c08a1d8efedd0b2cd21,1964e72df5a4047199f512aea33259f4a7ad09a6578d8385291ce171250a2cf1,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_466,math500_466,OP_CONSTANT_PERTURB,a2ceb7ab5c61fb79ed668d99cda7c88881d1c92037290f8a5cf7ac150f3801ed,85bf238b02ae455d2266b65e2a8f03f585e963a4beadc47faa42915731f48f0e,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_467,math500_467,OP_CONSTANT_PERTURB,d41ff5a8018779fe82fb37f97508c6a207f4ab4ed45f038dfdf8d70e7f192384,96eef5bda501d5b9140def0335c043d50ac94a2de1415ac03b4bea3a0ac1feb1,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_468,math500_468,OP_CONSTANT_PERTURB,4cc446b1d28bee3c6a874e7c06e81b9d5ced83484a7d6484154eb284e4648210,5d3bf70db8bfe2306d42c9b1b402ef65693858188e7a97aabc9890043d674e6a,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_469,math500_469,OP_CONSTANT_PERTURB,d347ed0fb76c1bd9cc7b074cf646217397865a512526bce18163820622973fdd,773d4f334634f7b05f539df6f6f6b0ba067a413782d4f38c00f56bfe73fb392e,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_470,math500_470,OP_CONSTANT_PERTURB,1c5a93fd87d1c79cac5a49d1fc11aa8afb6b9ed3533856de3de51912d18f57a3,30b373044ff27ecda4c707e3eb3a6500ed68ca8c57db1a8b4ad39025d6c1b276,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_471,math500_471,OP_CONSTANT_PERTURB,60aca5c576f66ec2314d4bd7896b7247d1c1c60fc74c67eba7c078596c337e0c,214643258ba1e5fc0c2d7269ed5d238fa99f69aba74a82a2e759901b5d20eec6,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_472,math500_472,OP_CONSTANT_PERTURB,10b7ad57dabdc55a34544208c374f725caa20e85adb54e626037b01017903a90,9c5cc03c256e75afad714dac3f7d3d70e3be8e4ce1392c3a7c5f0399c96be6ec,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_473,math500_473,OP_CONSTANT_PERTURB,df4dbd2fe64a6b5f8521baf34f94bd0e54a53100ccab43e41f31235be3d8995b,80d81e679c08b39e92967a866df7593a74f1fc97d6ab8e2a0ba88c8967b91255,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_474,math500_474,OP_CONSTANT_PERTURB,97edd60159145ae82245770ff0cf5b4c515272d7f3175fbe4d63ca50ca7dca5b,2fecdccfcfd2ae5bb03ac722c1aa4955312ab9ccf135fd52cffe0376925c1c14,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_475,math500_475,OP_CONSTANT_PERTURB,a4ccbf86b27a839d394bbddd3671626723186345bcb2246f709c84edfe17b8a1,ecf98c05315fdb21876bec08f2e9e21688934fe07902a70bb57b35e3b4b47bbd,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_476,math500_476,OP_CONSTANT_PERTURB,90a80cdc3b5c7c31491ac2e219a1a2efb8d117db4031a7cf74213fe4cda4633e,ab5f1f8cda768f5679d8a6cdd6e6d36b89aab9f8854019e1dbda804763f60baa,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_477,math500_477,OP_CONSTANT_PERTURB,b5a6a0254c1410fa4c794c5ff4dd4cfa47f51ff4c88ddc00b590b8d21141ea7b,734f816a215cf4fb0e49c25626069e42fd79c58bf65973b96698ee58918859dc,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_478,math500_478,OP_CONSTANT_PERTURB,66c3a02c7fdfb07247b6b1536ab2c5f90379d34ca56f9f000bb4de5dee80b0ac,cd81d208bac007d42684c15cdda11d8dc76611a0109f04648e4741ed308d2923,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_479,math500_479,OP_CONSTANT_PERTURB,5a102b871cc3a17c30a88ec8b683d63edb8eaf09d39eba0fe7752b6006def5f0,3df3db688f2895eb5a6d5af2adb9a09214fdafc07059f26dee48b64d7d184291,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_480,math500_480,OP_CONSTANT_PERTURB,4a83e6cf36e2c79cca1754e2a61b83055ef1b3a508845119990e785ff980fbe0,62b657e39847877e17539f04b7c53c97256bfefb21aa149d5da2006a01d994a9,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_481,math500_481,OP_CONSTANT_PERTURB,cbd811b10c532450144d06a16d99d8d08551533537668aac52eddcfcfd570c4b,68112d5094514cbf6fc93a86fae0c3193f7de27220c9b5fb7c000ed6668173ed,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_482,math500_482,OP_CONSTANT_PERTURB,e0920dacedf33cd54d8aa7a1ee9942dc391eb302d70fec7151fae195a4843188,838b0643a9f5f7b8cb8c53cb0b8b1eea5bcaff5ed4ecbe36b73684144ba13c42,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_483,math500_483,OP_CONSTANT_PERTURB,6ac98ebb90cb7eb1bc751c9771817c54205281b9acbc7c80271a10d725771509,f0c11bba96e345d162d947310f1c8d18687c69b31bc63dfddd2899a87e7bbc5b,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_484,math500_484,OP_CONSTANT_PERTURB,bbcc2371eefd3a4ad49a1cdec8847929dcb3a5e4d07a017ab6a25eeb9e3a7c47,7e0cf7e372d79bcaca79a2fe3fce6a08dcc2fb2ad7f9e5211341fbdf8cbd8f2e,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_485,math500_485,OP_CONSTANT_PERTURB,d2adbb2e04e3544bf99108c23985fb252064b304d0e8229116398d2534b1a623,a4c4e3a74bc83668e1bf3e0d89ccb2d4d825c0d900169924221506e693b058b3,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_486,math500_486,OP_CONSTANT_PERTURB,15261a29832fa30877adb1fb83311b0aa19af256e4abcb36e5edf65bb0494554,398c6a686e46222a50aa7060b97caaca5efa4897bef7dbd2cf30ba1c88b73822,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_487,math500_487,OP_CONSTANT_PERTURB,e7c401eb00a5f7f73d35064990123241986762c8fe6f96906b5d4e08eea4f935,ba911615fdea7d48786147f94c212e267b8daad0d6655ebcca8f2beb2674ddb7,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_488,math500_488,OP_CONSTANT_PERTURB,98e0602eaeb774a1ad8ed0301539c7e99e199c90d0a402fb5d5900087bb10857,fc666edbdf7e07ba19ca5db7658893618b8bccf0b2dba81307bd284c5076c962,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_489,math500_489,OP_CONSTANT_PERTURB,0d279ccabe2f3b6e8de3edadc9b61762874fc8a7b16dac20d93be6fef5181b02,e63b16c740e44ac17d567c8c34c0ccefa0dacccabd8c5742f07d17ef32905928,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_490,math500_490,OP_CONSTANT_PERTURB,16b2364b914b5914c1a77fdc51c39a0a98a52b807c15201f38f72cb997de0556,7279411db32c39f4830c14b0c00b07e9601aabc0beb051483c61a3f41e68d37d,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_491,math500_491,OP_CONSTANT_PERTURB,7706b83bbd4a1ec34731282fc7b1b7a2cb18a9d0fb11dcee3e26a49e05c0dc61,0f79c8a807d799177b81f557d12396c6fdeac39b936c014c0163754cc2e437ce,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_493,math500_493,OP_CONSTANT_PERTURB,27c8150a980f3e6c2e66606490b30136ab4eec04593daa63ef3a5e755309d7a0,78191eb2f1c34a292986b531cdb9baede37a99a526b183f2366502848353c96a,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_494,math500_494,OP_CONSTANT_PERTURB,38f0975dba9b917debf1b8dfb482e29801b23ef3b93d84dcd09d2668935b4e21,93569fb623465a595119b574388a1ca990108eb194bf5ffe2e9f5ae84e4a21ca,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_495,math500_495,OP_CONSTANT_PERTURB,a6bb677d18b75c7a307f809c0af561b5b27735f4248f42c7a5e82ba2181397d4,e17ae60fe2b666fea9f49f2e29c66f64cb6c335f4bf5f6fa40a2378af7696eab,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_496,math500_496,OP_CONSTANT_PERTURB,455780230d5e292331283901cc495591e331bacedf1ef39dc0779b153e69cf2d,09b85253faae0c31b21a4a7345627de6cd0f54d4774ee7f0e20d75dec2ec1044,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_497,math500_497,OP_CONSTANT_PERTURB,fbe6459303cf075adfd30533a7010d8f979cd845e1d7b4b9783ef1ae8b2d9605,056beb097a5a614b96c7ee08b3e8475bacf2ab2b9f99ef3f7060ec322595f9fd,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_498,math500_498,OP_TERM_SWAP,78149d078e78926a69eed53be8b321038e91c6dbfc8eb5a1808d620ad9e86f79,3b0ac132b68271e44d0096e482232c882f5e310a843800038d165166cab091b3,YES,YES,YES,YES,YES,YES,PASSED,NONE
pair_math500_499,math500_499,OP_CONSTANT_PERTURB,03e8763e8ecb23c6768de4da095f38e084d991fd28cc903b4a67480d2a7232be,b370fac4fa8ed70607c07e5e7499f369c293b7c2569ff941fdd6721a202280b9,YES,YES,YES,YES,YES,YES,PASSED,NONE
